id,saleprice
2658,31739120.950362064
2718,34671044.83217091
2414,1688208.8027379946
1989,8986988.377900405
625,18863358.24073803
333,26989919.286810398
1327,10662005.346126297
858,13162184.068393352
95,42488844.195990354
1568,13943390.188415894
2482,20117335.59556159
1364,12380037.722840924
2584,12976119.893008573
818,62912853.734056585
2673,20383667.459340617
2089,14575021.102461962
1297,19723731.038812347
790,7968811.662825385
2616,24284871.968717266
720,4834507.308248466
222,10313975.118113069
557,9793240.96290859
1148,29219983.74903776
2766,-21520112.421998374
534,15362900.83377443
1452,8828014.405045269
630,17376985.593228888
2648,24405714.599675454
125,11093111.454532241
1904,8133280.766062943
1670,12136048.244169338
756,21483960.220080923
717,48444177.1236444
1032,11136755.80224119
852,19010267.7979783
1731,10777354.972681371
2639,30708248.296458088
2071,8063907.697964447
1267,5712382.505361112
1851,25291968.26353574
567,28778338.07988719
2439,26705098.195881475
1898,23458259.470009103
647,2261434.581921688
2256,35784941.16378494
979,31070220.519199315
1444,26107454.644857496
2485,9183366.425494218
157,13242739.281901222
88,12009813.23189961
2003,10250629.099443497
186,42379103.01213556
1425,29995741.958905064
2695,20470991.518730123
738,17630896.25700419
395,12255300.913855677
1353,26883418.880534776
1878,16914500.29318039
390,9748289.776914915
1456,33237891.728090458
1103,35243268.25522636
1387,1643361.5988623896
2070,-213204.24749381613
1199,15580887.504873684
2479,29937423.92299512
501,37553742.23656931
2362,2145734.6638371446
1718,32535857.472935133
2188,8793849.857044103
1483,16648746.683431039
2557,10392987.9907331
437,15728715.573647005
2224,-16102628.579974154
1628,16246972.87131725
397,10204579.354103459
587,6244143.62679941
971,-5094163.100136066
2611,10922186.58453142
1887,5004913.280040184
2399,20068655.449368015
2148,23297611.390994944
304,12485509.78052038
1997,29716653.242418252
2817,20651004.77360175
1431,19329897.961646713
427,39086056.83887806
263,9912892.50886506
598,-833336.1887188344
2895,9517063.684390565
687,25260177.82295535
1822,9793814.19031301
2191,9031526.652176222
179,17707656.922705196
1009,26553788.22159285
2010,20035327.372457176
1991,21820016.11390867
1411,19358928.421639822
1721,37526977.84982838
1144,30430233.703817714
593,29117514.569871318
575,15578910.017213324
1249,17210990.769120384
1604,10101281.740027504
1064,43374398.41820731
1923,6480257.497744562
1988,12525759.33763844
2325,25194020.868676137
114,10358769.701310126
2700,29530111.387595642
217,21234374.589562252
343,18503933.152352348
386,37653866.511279754
2005,10173032.271428758
2908,-12616897.890147852
1814,5307579.725947609
2446,15331856.470039671
208,34623262.285473794
1679,34030854.815656
822,28910184.6741599
6,22843485.033425324
1781,34675539.56577137
2397,33283841.17842039
2340,31581422.97655292
1618,8576803.397509946
2843,46797868.70311074
1061,43045273.8969117
2786,2131883.1824211464
1935,6685621.909215694
1341,21187412.4229459
521,20982407.222935017
